date,FU897005005.Q,FU157005005.Q,FU107005005.Q,FU317005005.Q,FU217005005.Q,FU797005005.Q,FU717005005.Q,FU767005005.Q,FU757005005.Q,FU747005005.Q,FU477005005.Q,FU517005005.Q,FU547005005.Q,FU657005005.Q,FU407005005.Q,FU677005005.Q,FU617005005.Q,FU647005005.Q,FU667005005.Q,FU737005005.Q,FU267005005.Q
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,-19820.00,-10091.00,-903.00,-9082.00,-477.00,834.00,-3.00,306.00,25.00,36.00,29.00,85.00,361.00,-32.00,-12.00,0.00,192.00,-14.00,-1.00,-138.00,-101.00
1952:Q1,-10168.00,-9367.00,-574.00,-2276.00,1646.00,482.00,-72.00,206.00,2.00,2.00,7.00,-5.00,7.00,9.00,-7.00,0.00,354.00,-2.00,3.00,-23.00,-80.00
1952:Q2,-2785.00,1266.00,-1602.00,-3736.00,1447.00,30.00,3.00,-24.00,2.00,-1.00,9.00,27.00,343.00,14.00,2.00,0.00,-323.00,-2.00,2.00,-23.00,-190.00
1952:Q3,-6359.00,-3909.00,-190.00,-2377.00,305.00,-64.00,-4.00,151.00,0.00,-1.00,10.00,38.00,-63.00,0.00,-2.00,0.00,-181.00,-1.00,5.00,-17.00,-124.00
1952:Q4,1057.00,-1669.00,3164.00,-1260.00,493.00,-95.00,65.00,103.00,2.00,-3.00,9.00,-22.00,81.00,-47.00,7.00,0.00,-274.00,-1.00,6.00,-21.00,424.00
1953:Q1,-9740.00,-7523.00,-298.00,-3110.00,1197.00,135.00,-83.00,184.00,72.00,0.00,6.00,-121.00,165.00,6.00,-6.00,0.00,-37.00,-4.00,0.00,-47.00,-141.00
1953:Q2,-2106.00,1887.00,-782.00,-4205.00,886.00,-10.00,16.00,-120.00,0.00,0.00,10.00,8.00,144.00,-9.00,4.00,0.00,-15.00,-4.00,5.00,-48.00,118.00
1953:Q3,-4874.00,-3627.00,-196.00,-1093.00,92.00,95.00,-29.00,-60.00,0.00,1.00,10.00,-21.00,128.00,-14.00,-1.00,0.00,133.00,-4.00,3.00,-50.00,-145.00
1953:Q4,781.00,-1652.00,2548.00,-623.00,358.00,-123.00,89.00,116.00,0.00,1.00,14.00,32.00,-257.00,-7.00,4.00,0.00,-67.00,-4.00,3.00,-49.00,274.00
1954:Q1,-9517.00,-5750.00,62.00,-4271.00,1166.00,129.00,-78.00,-11.00,2.00,0.00,17.00,-19.00,134.00,0.00,0.00,0.00,137.00,-5.00,5.00,-54.00,-853.00
1954:Q2,-3739.00,3701.00,-446.00,-6873.00,342.00,-367.00,7.00,-149.00,1.00,-2.00,18.00,-121.00,75.00,0.00,3.00,0.00,-146.00,-5.00,4.00,-53.00,-96.00
1954:Q3,-3352.00,-3760.00,329.00,1053.00,-335.00,-290.00,6.00,106.00,2.00,0.00,18.00,-54.00,150.00,-8.00,-2.00,0.00,-453.00,-5.00,4.00,-53.00,-349.00
1954:Q4,2712.00,-78.00,3138.00,143.00,96.00,-788.00,61.00,-50.00,2.00,-4.00,21.00,-88.00,-185.00,-94.00,3.00,0.00,-401.00,-5.00,4.00,-52.00,201.00
1955:Q1,-10964.00,-5849.00,-1161.00,-5696.00,975.00,666.00,-48.00,133.00,1.00,1.00,13.00,83.00,62.00,-25.00,1.00,0.00,517.00,-11.00,2.00,-62.00,101.00
1955:Q2,-1809.00,2722.00,421.00,-5359.00,25.00,120.00,-6.00,110.00,2.00,2.00,17.00,-26.00,223.00,-8.00,2.00,0.00,-118.00,-12.00,3.00,-67.00,263.00
1955:Q3,-3540.00,-3944.00,1591.00,75.00,-510.00,-355.00,-15.00,112.00,1.00,3.00,17.00,-105.00,24.00,-26.00,-4.00,0.00,-277.00,-13.00,2.00,-73.00,-397.00
1955:Q4,5879.00,-610.00,5509.00,677.00,-225.00,-101.00,64.00,214.00,2.00,3.00,19.00,-52.00,15.00,-149.00,3.00,0.00,-128.00,-13.00,1.00,-78.00,628.00
1956:Q1,-9675.00,-6621.00,158.00,-4654.00,1063.00,609.00,-89.00,256.00,3.00,3.00,22.00,82.00,263.00,-54.00,-2.00,0.00,235.00,-10.00,7.00,-106.00,-230.00
1956:Q2,-4000.00,935.00,574.00,-5453.00,90.00,13.00,-10.00,-3.00,2.00,6.00,22.00,2.00,57.00,-10.00,6.00,0.00,54.00,-10.00,5.00,-109.00,-158.00
1956:Q3,-3501.00,-3613.00,645.00,354.00,-381.00,-80.00,-13.00,155.00,3.00,5.00,23.00,-124.00,-44.00,-23.00,-3.00,0.00,58.00,-11.00,5.00,-113.00,-427.00
1956:Q4,4038.00,-420.00,3452.00,413.00,-91.00,-84.00,101.00,600.00,0.00,6.00,25.00,-105.00,-59.00,-175.00,7.00,0.00,-366.00,-11.00,6.00,-113.00,769.00
1957:Q1,-9245.00,-6987.00,347.00,-4782.00,1322.00,952.00,-123.00,328.00,2.00,7.00,24.00,75.00,180.00,-76.00,-20.00,0.00,640.00,-7.00,4.00,-82.00,-97.00
1957:Q2,-2876.00,-7.00,551.00,-4118.00,379.00,98.00,-8.00,137.00,3.00,8.00,27.00,80.00,116.00,-9.00,9.00,0.00,-179.00,-7.00,3.00,-81.00,221.00
1957:Q3,-5570.00,-4428.00,6.00,-966.00,-121.00,39.00,74.00,134.00,1.00,8.00,28.00,-76.00,-18.00,-8.00,-3.00,0.00,-13.00,-7.00,1.00,-82.00,-100.00
1957:Q4,3744.00,-328.00,5213.00,-851.00,30.00,-194.00,48.00,167.00,1.00,4.00,35.00,-144.00,49.00,-142.00,3.00,0.00,-132.00,-6.00,1.00,-77.00,-127.00
1958:Q1,-11183.00,-7552.00,-757.00,-4240.00,1449.00,187.00,-50.00,-77.00,1.00,5.00,36.00,69.00,185.00,-69.00,0.00,0.00,161.00,-6.00,5.00,-72.00,-270.00
1958:Q2,-249.00,1844.00,1494.00,-3568.00,279.00,-78.00,1.00,-63.00,2.00,6.00,35.00,76.00,294.00,20.00,7.00,0.00,-392.00,-5.00,5.00,-65.00,-220.00
1958:Q3,-5680.00,-4816.00,741.00,-460.00,-584.00,-80.00,36.00,-77.00,2.00,4.00,34.00,-118.00,66.00,12.00,-8.00,0.00,28.00,-5.00,6.00,-61.00,-481.00
1958:Q4,3491.00,-20.00,4293.00,-715.00,64.00,18.00,53.00,428.00,1.00,0.00,37.00,-119.00,-201.00,-152.00,-2.00,0.00,40.00,-5.00,3.00,-64.00,-149.00
1959:Q1,-3248.00,-4958.00,1036.00,-649.00,949.00,640.00,-17.00,302.00,1.00,-3.00,29.00,37.00,156.00,30.00,-6.00,0.00,179.00,-11.00,1.00,-58.00,-265.00
1959:Q2,-28.00,628.00,717.00,-1122.00,731.00,-100.00,-158.00,49.00,1.00,-8.00,29.00,16.00,11.00,27.00,13.00,0.00,-7.00,-12.00,1.00,-63.00,-882.00
1959:Q3,-6738.00,-3486.00,-1195.00,-962.00,-790.00,541.00,-94.00,81.00,1.00,-9.00,28.00,-99.00,323.00,33.00,-8.00,0.00,364.00,-12.00,1.00,-68.00,-845.00
1959:Q4,9285.00,2461.00,4231.00,1545.00,860.00,388.00,245.00,147.00,2.00,-9.00,32.00,-181.00,185.00,47.00,4.00,0.00,-4.00,-12.00,0.00,-68.00,-200.00
1960:Q1,-6599.00,-8652.00,839.00,111.00,567.00,346.00,-88.00,169.00,1.00,-1.00,34.00,-108.00,414.00,37.00,-5.00,0.00,-7.00,-8.00,5.00,-95.00,190.00
1960:Q2,3013.00,34.00,3209.00,-599.00,817.00,-368.00,12.00,-176.00,2.00,2.00,33.00,-35.00,220.00,12.00,12.00,0.00,-347.00,-8.00,3.00,-98.00,-79.00
1960:Q3,-5947.00,-2721.00,-298.00,76.00,-1475.00,-274.00,5.00,6.00,2.00,5.00,26.00,23.00,-66.00,-15.00,-9.00,0.00,-149.00,-8.00,2.00,-96.00,-1255.00
1960:Q4,8478.00,1555.00,5969.00,989.00,1129.00,-599.00,63.00,-357.00,3.00,4.00,26.00,74.00,-366.00,38.00,6.00,0.00,15.00,-8.00,2.00,-98.00,-566.00
1961:Q1,-1400.00,-1562.00,148.00,-152.00,872.00,334.00,-66.00,199.00,4.00,6.00,27.00,39.00,-81.00,30.00,-5.00,0.00,303.00,-9.00,-5.00,-108.00,-1040.00
1961:Q2,-2668.00,-2184.00,-488.00,1.00,565.00,-618.00,5.00,-454.00,4.00,9.00,27.00,7.00,89.00,2.00,17.00,0.00,-201.00,-9.00,-6.00,-107.00,56.00
1961:Q3,-2777.00,-1157.00,373.00,-47.00,-1687.00,138.00,10.00,-44.00,0.00,9.00,24.00,-10.00,171.00,-11.00,-2.00,0.00,113.00,-9.00,-7.00,-107.00,-396.00
1961:Q4,9355.00,2375.00,5435.00,1777.00,910.00,-1011.00,44.00,-317.00,1.00,8.00,22.00,-98.00,-9.00,11.00,7.00,0.00,-553.00,-10.00,-8.00,-109.00,-132.00
1962:Q1,-3202.00,-4559.00,-61.00,515.00,786.00,447.00,-78.00,541.00,-2.00,3.00,14.00,-133.00,157.00,18.00,-14.00,0.00,60.00,-9.00,-5.00,-106.00,-330.00
1962:Q2,1238.00,-176.00,2136.00,-1618.00,1048.00,49.00,2.00,-111.00,-1.00,1.00,12.00,-290.00,63.00,-8.00,32.00,0.00,475.00,-9.00,-5.00,-112.00,-200.00
1962:Q3,-3453.00,-1228.00,1458.00,-540.00,-2197.00,424.00,3.00,296.00,3.00,1.00,6.00,-278.00,16.00,16.00,-39.00,0.00,529.00,-9.00,-6.00,-115.00,-1371.00
1962:Q4,8550.00,3137.00,3836.00,1475.00,1458.00,-833.00,63.00,-452.00,1.00,2.00,5.00,-187.00,-256.00,53.00,-2.00,0.00,62.00,-8.00,-4.00,-111.00,-523.00
1963:Q1,-576.00,-3438.00,1410.00,876.00,370.00,337.00,-82.00,436.00,5.00,1.00,3.00,-65.00,185.00,22.00,-11.00,0.00,-30.00,-9.00,-10.00,-108.00,-131.00
1963:Q2,339.00,-955.00,1691.00,-1385.00,1029.00,463.00,4.00,-217.00,4.00,1.00,-4.00,111.00,199.00,11.00,-12.00,0.00,502.00,-10.00,-12.00,-117.00,-504.00
1963:Q3,-4107.00,-1717.00,1615.00,-1021.00,-2681.00,872.00,-4.00,622.00,4.00,2.00,-4.00,185.00,-86.00,8.00,-10.00,0.00,298.00,-11.00,-13.00,-121.00,-1175.00
1963:Q4,10374.00,677.00,6440.00,2091.00,1572.00,-343.00,71.00,-68.00,1.00,3.00,-4.00,11.00,-126.00,-16.00,-7.00,0.00,-59.00,-10.00,-14.00,-126.00,-63.00
1964:Q1,-4701.00,-5084.00,1021.00,-363.00,885.00,-594.00,-231.00,216.00,2.00,-2.00,-15.00,-32.00,128.00,-51.00,-22.00,0.00,-435.00,-12.00,-16.00,-125.00,-566.00
1964:Q2,-412.00,-1961.00,3110.00,-1697.00,609.00,131.00,-131.00,-374.00,1.00,-3.00,-13.00,30.00,155.00,-69.00,10.00,0.00,686.00,-14.00,-17.00,-131.00,-603.00
1964:Q3,-8215.00,-4885.00,1497.00,-997.00,-2253.00,-164.00,-129.00,438.00,-11.00,2.00,-13.00,60.00,-7.00,-70.00,-13.00,0.00,-252.00,-16.00,-18.00,-136.00,-1415.00
1964:Q4,13751.00,1548.00,9084.00,1949.00,1303.00,189.00,479.00,-341.00,135.00,-2.00,-11.00,97.00,-313.00,-83.00,-7.00,0.00,405.00,-15.00,-19.00,-138.00,-323.00
1965:Q1,-2797.00,-5867.00,2399.00,151.00,2.00,504.00,-114.00,1009.00,-94.00,-4.00,-12.00,13.00,63.00,-22.00,-19.00,0.00,-116.00,-22.00,-37.00,-144.00,15.00
1965:Q2,213.00,-1864.00,3214.00,-1166.00,793.00,-379.00,-5.00,-338.00,34.00,-7.00,-11.00,-74.00,354.00,-31.00,29.00,0.00,-114.00,-22.00,-40.00,-155.00,-385.00
1965:Q3,-8205.00,-6014.00,2210.00,-847.00,-3111.00,363.00,-3.00,838.00,8.00,-5.00,-13.00,78.00,-118.00,-45.00,-29.00,0.00,-123.00,-23.00,-42.00,-161.00,-807.00
1965:Q4,5225.00,1777.00,1850.00,1503.00,966.00,-515.00,104.00,59.00,20.00,-7.00,-9.00,218.00,-479.00,-47.00,-9.00,0.00,-125.00,-23.00,-44.00,-174.00,-356.00
1966:Q1,-8197.00,-10119.00,954.00,639.00,-65.00,262.00,-132.00,745.00,-21.00,4.00,-9.00,389.00,-383.00,49.00,-19.00,0.00,-163.00,-23.00,-12.00,-164.00,131.00
1966:Q2,-1516.00,-3836.00,3013.00,-2584.00,1368.00,186.00,-16.00,-53.00,41.00,9.00,-6.00,-45.00,527.00,46.00,32.00,0.00,-148.00,-22.00,-11.00,-167.00,337.00
1966:Q3,-10582.00,-8867.00,3098.00,-1671.00,-2797.00,706.00,-14.00,692.00,-42.00,9.00,-12.00,-78.00,491.00,24.00,-22.00,0.00,-140.00,-22.00,-10.00,-170.00,-1051.00
1966:Q4,8990.00,777.00,6932.00,1486.00,1158.00,-1086.00,141.00,-304.00,-17.00,6.00,-6.00,-81.00,-548.00,21.00,9.00,0.00,-108.00,-22.00,-12.00,-167.00,-277.00
1967:Q1,-10594.00,-11047.00,1239.00,-833.00,295.00,14.00,-167.00,328.00,-57.00,10.00,-2.00,200.00,25.00,78.00,-14.00,0.00,-172.00,-26.00,-31.00,-160.00,-264.00
1967:Q2,388.00,-1147.00,2525.00,-1383.00,216.00,-255.00,1.00,46.00,30.00,11.00,1.00,11.00,-40.00,41.00,30.00,0.00,-171.00,-25.00,-37.00,-153.00,432.00
1967:Q3,-8905.00,-6678.00,658.00,370.00,-2253.00,184.00,-7.00,337.00,20.00,14.00,-3.00,172.00,25.00,45.00,-29.00,0.00,-172.00,-25.00,-42.00,-149.00,-1186.00
1967:Q4,8569.00,10753.00,4673.00,1140.00,1345.00,-8867.00,150.00,-9000.00,72.00,12.00,1.00,104.00,144.00,55.00,-7.00,0.00,-175.00,-26.00,-45.00,-152.00,-475.00
1968:Q1,-8597.00,-19388.00,2378.00,991.00,19.00,7607.00,-215.00,8170.00,-29.00,6.00,-6.00,81.00,114.00,49.00,-31.00,0.00,-290.00,-21.00,-45.00,-175.00,-205.00
1968:Q2,-847.00,-2381.00,1064.00,-511.00,846.00,-480.00,-11.00,-182.00,4.00,7.00,-5.00,-68.00,201.00,73.00,35.00,0.00,-300.00,-23.00,-43.00,-169.00,616.00
1968:Q3,-6854.00,-7341.00,3492.00,2022.00,-3810.00,-206.00,-11.00,697.00,-6.00,6.00,-9.00,-129.00,-184.00,-26.00,34.00,0.00,-340.00,-23.00,-48.00,-167.00,-1012.00
1968:Q4,10830.00,5952.00,3264.00,624.00,2334.00,-1023.00,199.00,-389.00,18.00,5.00,-1.00,-130.00,-101.00,19.00,-25.00,0.00,-354.00,-22.00,-65.00,-176.00,-320.00
1969:Q1,-10344.00,-10314.00,-1057.00,87.00,1467.00,1241.00,-250.00,1794.00,25.00,-22.00,-6.00,279.00,-80.00,34.00,-6.00,0.00,-259.00,-28.00,-53.00,-187.00,-1769.00
1969:Q2,515.00,-2494.00,2917.00,-1366.00,1652.00,805.00,-20.00,312.00,56.00,-32.00,-3.00,244.00,682.00,23.00,60.00,0.00,-258.00,-10.00,-53.00,-196.00,-999.00
1969:Q3,-6125.00,-7524.00,2305.00,1041.00,-1852.00,2176.00,-9.00,2408.00,-17.00,5.00,-6.00,154.00,59.00,18.00,128.00,0.00,-286.00,-15.00,-59.00,-204.00,-2271.00
1969:Q4,2740.00,-2071.00,4949.00,1056.00,2664.00,278.00,249.00,490.00,20.00,5.00,4.00,106.00,30.00,25.00,-89.00,0.00,-289.00,-13.00,-57.00,-204.00,-4137.00
1970:Q1,-12975.00,-17136.00,2830.00,-263.00,1006.00,680.00,-304.00,2445.00,63.00,17.00,8.00,-347.00,-408.00,19.00,-215.00,0.00,-275.00,2.00,-102.00,-223.00,-93.00
1970:Q2,748.00,-4276.00,5137.00,-1528.00,2944.00,22.00,-17.00,520.00,101.00,25.00,12.00,-324.00,277.00,-32.00,53.00,0.00,-266.00,0.00,-103.00,-223.00,-1552.00
1970:Q3,-8976.00,-7131.00,327.00,185.00,-3285.00,2211.00,-10.00,2863.00,-79.00,25.00,7.00,-45.00,73.00,-32.00,18.00,0.00,-273.00,-9.00,-106.00,-219.00,-1283.00
1970:Q4,9575.00,2406.00,3209.00,-531.00,4442.00,1112.00,278.00,1204.00,-23.00,19.00,16.00,-388.00,577.00,-32.00,15.00,0.00,-250.00,0.00,-101.00,-203.00,-1063.00
1971:Q1,-12037.00,-12761.00,17.00,-796.00,1578.00,568.00,-320.00,1682.00,55.00,11.00,-4.00,68.00,-350.00,-21.00,-8.00,0.00,-139.00,-2.00,-126.00,-279.00,-641.00
1971:Q2,-3038.00,-4788.00,3789.00,-1174.00,1611.00,511.00,-19.00,428.00,202.00,26.00,-7.00,-397.00,787.00,0.00,12.00,0.00,-106.00,1.00,-132.00,-284.00,-2988.00
1971:Q3,-12647.00,-7143.00,2094.00,1248.00,-2374.00,1320.00,-63.00,2237.00,-152.00,53.00,-15.00,-394.00,213.00,-28.00,-14.00,0.00,-100.00,-2.00,-130.00,-285.00,-7792.00
1971:Q4,7837.00,4278.00,3688.00,241.00,3777.00,-1207.00,241.00,-709.00,-170.00,-5.00,-7.00,-440.00,320.00,5.00,47.00,0.00,-69.00,11.00,-138.00,-293.00,-2942.00
1972:Q1,-13256.00,-16170.00,-116.00,-444.00,1212.00,1072.00,-270.00,1539.00,316.00,40.00,-4.00,-125.00,113.00,1.00,-15.00,0.00,-57.00,-9.00,-125.00,-335.00,1191.00
1972:Q2,1040.00,-5246.00,3895.00,-1848.00,2519.00,1850.00,26.00,1645.00,213.00,54.00,-5.00,-275.00,693.00,25.00,29.00,0.00,-61.00,-22.00,-132.00,-340.00,-130.00
1972:Q3,-12221.00,-10795.00,5042.00,43.00,-4195.00,780.00,88.00,1904.00,-106.00,47.00,-15.00,-267.00,-348.00,4.00,-9.00,0.00,-75.00,-10.00,-92.00,-342.00,-3095.00
1972:Q4,1264.00,3716.00,-7687.00,570.00,3909.00,1106.00,152.00,2300.00,-731.00,0.00,-4.00,-110.00,-33.00,-41.00,40.00,0.00,-21.00,3.00,-92.00,-359.00,-350.00
1973:Q1,-19639.00,-14239.00,22.00,123.00,-549.00,-2109.00,-328.00,-637.00,-375.00,2.00,27.00,20.00,-387.00,6.00,33.00,0.00,-38.00,9.00,-82.00,-360.00,-2887.00
1973:Q2,2343.00,-8175.00,9846.00,-900.00,-413.00,318.00,-17.00,-136.00,577.00,2.00,28.00,1.00,442.00,-52.00,64.00,0.00,-108.00,8.00,-110.00,-382.00,1667.00
1973:Q3,-6508.00,-11745.00,10605.00,1126.00,-3963.00,-1618.00,-44.00,-936.00,123.00,123.00,6.00,-132.00,-204.00,-120.00,48.00,0.00,-34.00,29.00,-80.00,-396.00,-913.00
1973:Q4,6562.00,-8064.00,9534.00,-833.00,3351.00,-872.00,396.00,-565.00,-168.00,123.00,19.00,-165.00,-19.00,-96.00,107.00,0.00,-90.00,36.00,-56.00,-393.00,3447.00
1974:Q1,-18551.00,-12667.00,-407.00,1101.00,114.00,1475.00,-416.00,2409.00,938.00,-122.00,86.00,-165.00,-711.00,-95.00,97.00,0.00,-108.00,41.00,-14.00,-464.00,-8167.00
1974:Q2,12859.00,3451.00,5160.00,753.00,-195.00,-1104.00,-61.00,-46.00,-1065.00,-124.00,91.00,-4.00,836.00,-83.00,89.00,0.00,-307.00,38.00,3.00,-471.00,4795.00
1974:Q3,-1931.00,-5509.00,188.00,1206.00,-3178.00,3727.00,-42.00,2334.00,1476.00,-56.00,69.00,135.00,564.00,-47.00,59.00,0.00,-343.00,51.00,-4.00,-467.00,1635.00
1974:Q4,13208.00,1950.00,5824.00,-2169.00,7723.00,-156.00,512.00,-682.00,113.00,112.00,79.00,325.00,-172.00,6.00,138.00,0.00,-211.00,90.00,0.00,-466.00,37.00
1975:Q1,-1661.00,-11376.00,8281.00,-870.00,-199.00,1465.00,-283.00,1878.00,627.00,0.00,3.00,-216.00,-6.00,-16.00,54.00,0.00,-224.00,108.00,-29.00,-430.00,1038.00
1975:Q2,16297.00,-148.00,15445.00,-1128.00,-1071.00,1097.00,-126.00,1648.00,-422.00,-2.00,-6.00,-49.00,695.00,-17.00,-139.00,0.00,-149.00,97.00,-37.00,-397.00,2102.00
1975:Q3,6525.00,-3440.00,14510.00,2291.00,-7575.00,3845.00,13.00,3762.00,936.00,63.00,-29.00,-243.00,-177.00,-38.00,-112.00,0.00,-5.00,112.00,-51.00,-386.00,-3106.00
1975:Q4,13925.00,-3444.00,13573.00,-645.00,5794.00,-3626.00,489.00,-2466.00,-351.00,64.00,-16.00,-820.00,241.00,-28.00,307.00,0.00,-79.00,107.00,-35.00,-1039.00,2273.00
1976:Q1,5016.00,-10640.00,10232.00,618.00,963.00,1466.00,-518.00,3888.00,580.00,36.00,8.00,-1520.00,-246.00,-37.00,76.00,0.00,-447.00,120.00,-68.00,-405.00,2376.00
1976:Q2,-6038.00,-13427.00,-5066.00,2989.00,935.00,1925.00,-27.00,1377.00,-53.00,39.00,12.00,-120.00,1421.00,-42.00,-87.00,0.00,-309.00,119.00,2.00,-407.00,6606.00
1976:Q3,-2715.00,-4522.00,13011.00,-415.00,-6568.00,-616.00,-48.00,954.00,-236.00,-65.00,0.00,-1136.00,499.00,-72.00,7.00,0.00,-239.00,113.00,22.00,-415.00,-3606.00
1976:Q4,6274.00,-11966.00,15416.00,-1582.00,3024.00,-4354.00,438.00,-3548.00,510.00,-58.00,18.00,-856.00,-546.00,-61.00,123.00,0.00,-16.00,103.00,25.00,-487.00,5737.00
1977:Q1,-19984.00,-29227.00,5708.00,3977.00,-2192.00,1957.00,-486.00,3522.00,111.00,176.00,161.00,-767.00,204.00,-58.00,-133.00,0.00,-386.00,88.00,-28.00,-446.00,-208.00
1977:Q2,1851.00,-7418.00,7319.00,1603.00,-693.00,-887.00,1.00,-558.00,523.00,209.00,158.00,-527.00,454.00,-69.00,-25.00,0.00,-417.00,-151.00,-2.00,-482.00,1927.00
1977:Q3,-24827.00,-13489.00,3191.00,-145.00,-8338.00,1804.00,3.00,737.00,1567.00,27.00,148.00,-633.00,569.00,-79.00,69.00,0.00,-173.00,114.00,-12.00,-531.00,-7850.00
1977:Q4,4064.00,-3150.00,9678.00,1689.00,2567.00,-2794.00,506.00,-2670.00,-260.00,8.00,160.00,-762.00,570.00,-43.00,272.00,0.00,-388.00,349.00,-14.00,-523.00,-3925.00
1978:Q1,-5292.00,-18411.00,10249.00,1625.00,269.00,1708.00,-445.00,2591.00,-122.00,75.00,48.00,339.00,27.00,-7.00,152.00,0.00,-555.00,102.00,-86.00,-411.00,-732.00
1978:Q2,13901.00,-10742.00,17989.00,2322.00,371.00,1249.00,143.00,-732.00,736.00,77.00,32.00,624.00,1276.00,13.00,126.00,0.00,-508.00,105.00,-122.00,-521.00,2713.00
1978:Q3,-14913.00,-7517.00,13237.00,-3587.00,-5504.00,-2934.00,124.00,-1313.00,852.00,55.00,-7.00,-1103.00,-477.00,8.00,148.00,0.00,-652.00,107.00,-110.00,-568.00,-8608.00
1978:Q4,-671.00,-3386.00,3429.00,443.00,1000.00,-5324.00,671.00,-6074.00,760.00,68.00,-28.00,-1186.00,1163.00,17.00,449.00,0.00,-607.00,115.00,-78.00,-594.00,3168.00
1979:Q1,19841.00,-8927.00,23070.00,2325.00,695.00,1450.00,-678.00,2482.00,981.00,84.00,36.00,8.00,-80.00,7.00,198.00,0.00,-582.00,142.00,-120.00,-1029.00,1228.00
