date,FU156010001.Q,FU156210005.Q,FU156012005.Q,FU156900005.Q,FU156007015.Q,FU313154015.Q,FU156600075.Q,FU155111005.Q,FU156300005.Q,FU155440005.Q,FU156000105.Q,FU155090005.Q,FU155050005.Q,FU155111003.Q,FU155012005.Q,FU165013005.Q,FU155420003.Q,FU155000005.Q,FU154090005.Q,FU153091003.Q,FU153020005.Q,FU153030005.Q,FU153034005.Q,FU154022005.Q,FU163069103.Q,FU153061105.Q,FU153061705.Q,FU153062005.Q,FU153063005.Q,FU154023005.Q,FU153069005.Q,FU153065005.Q,FU163066223.Q,FU153064105.Q,FU153064205.Q,FU153040005.Q,FU153050005.Q,FU152090205.Q,FU153090005.Q,FU154190005.Q,FU163162003.Q,FU154123005.Q,FU153165105.Q,FU153166000.Q,FU153168005.Q,FU153169005.Q,FU163165505.Q,FU163170003.Q,FU543077073.Q,FU157005005.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,213661.00,19205.00,194456.00,177239.00,17217.00,641.00,0.00,7588.00,18750.00,1068.00,43128.00,46946.00,37442.00,22947.00,13381.00,1114.00,0.00,9504.00,18145.00,0.00,-2361.00,2201.00,0.00,1045.00,131.00,752.00,-53.00,171.00,44.00,1192.00,-6.00,1198.00,0.00,915.00,148.00,2843.00,6948.00,4819.00,395.00,8641.00,0.00,8510.00,5155.00,3034.00,5.00,101.00,215.00,80.00,51.00,-3818.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,211244.00,16733.00,194511.00,180862.00,13649.00,592.00,0.00,8536.00,20262.00,915.00,42124.00,45171.00,38945.00,25176.00,12451.00,1318.00,0.00,6226.00,14526.00,0.00,-1758.00,2594.00,0.00,131.00,70.00,1439.00,-66.00,-905.00,-407.00,773.00,48.00,725.00,0.00,561.00,275.00,2751.00,7417.00,1412.00,370.00,8300.00,0.00,8198.00,4332.00,3042.00,16.00,563.00,245.00,33.00,69.00,-3047.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,233904.00,18912.00,214992.00,194982.00,20010.00,547.00,0.00,11863.00,22768.00,825.00,54363.00,57986.00,50053.00,30690.00,17692.00,1671.00,0.00,7933.00,21425.00,0.00,2579.00,2365.00,0.00,944.00,138.00,-756.00,92.00,1741.00,-271.00,965.00,269.00,696.00,0.00,766.00,211.00,2945.00,8212.00,2103.00,335.00,13492.00,0.00,13322.00,7594.00,4573.00,142.00,713.00,300.00,67.00,103.00,-3623.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,264455.00,27055.00,237400.00,211452.00,25948.00,291.00,18.00,7241.00,27249.00,940.00,59771.00,69862.00,47934.00,29961.00,16118.00,1855.00,0.00,21928.00,30594.00,0.00,4443.00,4970.00,0.00,-215.00,349.00,-1074.00,-42.00,275.00,277.00,856.00,-78.00,934.00,0.00,1545.00,266.00,2728.00,13708.00,1709.00,584.00,8666.00,0.00,8504.00,6444.00,1403.00,231.00,123.00,303.00,83.00,79.00,-10091.00
1952:Q1,68620.00,11421.00,57199.00,54046.00,3153.00,77.00,287.00,1563.00,6878.00,259.00,11125.00,20492.00,11629.00,7242.00,3947.00,440.00,0.00,8863.00,9603.00,0.00,-896.00,1292.00,0.00,2656.00,187.00,819.00,44.00,1759.00,-153.00,-116.00,-145.00,29.00,0.00,293.00,144.00,668.00,4006.00,1376.00,180.00,740.00,0.00,697.00,1357.00,-753.00,0.00,43.00,50.00,24.00,19.00,-9367.00
1952:Q2,69612.00,6575.00,63037.00,55108.00,7929.00,186.00,100.00,1466.00,7050.00,270.00,16260.00,14994.00,11790.00,7296.00,4049.00,445.00,0.00,3205.00,7391.00,0.00,-1750.00,2275.00,0.00,2008.00,-85.00,-341.00,-123.00,2336.00,221.00,208.00,-53.00,261.00,0.00,194.00,128.00,708.00,3728.00,-285.00,177.00,4186.00,0.00,4142.00,1731.00,2281.00,-17.00,71.00,76.00,26.00,18.00,1266.00
1952:Q3,71380.00,7308.00,64071.00,55787.00,8285.00,84.00,-69.00,1062.00,7111.00,276.00,16335.00,20245.00,11422.00,6934.00,4057.00,432.00,0.00,8822.00,11851.00,0.00,2816.00,1529.00,0.00,1841.00,154.00,1141.00,0.00,771.00,-225.00,195.00,-18.00,213.00,0.00,142.00,125.00,739.00,3796.00,490.00,178.00,3029.00,0.00,2984.00,1841.00,1087.00,-67.00,47.00,76.00,26.00,19.00,-3909.00
1952:Q4,73043.00,6700.00,66343.00,57869.00,8474.00,41.00,-296.00,1912.00,7283.00,251.00,17755.00,19424.00,12631.00,7935.00,4238.00,458.00,0.00,6793.00,11231.00,0.00,1988.00,2378.00,0.00,555.00,-7.00,344.00,0.00,351.00,-133.00,200.00,37.00,163.00,0.00,161.00,108.00,773.00,3909.00,957.00,202.00,4438.00,0.00,4395.00,1765.00,2557.00,-49.00,57.00,65.00,23.00,20.00,-1669.00
1953:Q1,74174.00,11843.00,62331.00,58822.00,3509.00,51.00,348.00,2524.00,7172.00,306.00,12602.00,20126.00,13184.00,8415.00,4298.00,471.00,0.00,6942.00,9256.00,0.00,754.00,1894.00,0.00,617.00,230.00,-433.00,53.00,918.00,-151.00,353.00,23.00,330.00,0.00,208.00,137.00,774.00,3962.00,376.00,181.00,2314.00,0.00,2271.00,1587.00,379.00,14.00,214.00,77.00,21.00,22.00,-7523.00
1953:Q2,75143.00,6543.00,68600.00,59317.00,9283.00,137.00,115.00,2324.00,7351.00,263.00,18717.00,16830.00,13178.00,8375.00,4319.00,483.00,0.00,3653.00,8146.00,0.00,-3229.00,2632.00,0.00,3517.00,-57.00,2356.00,83.00,868.00,267.00,169.00,-98.00,267.00,0.00,347.00,83.00,760.00,4107.00,-407.00,167.00,4493.00,0.00,4451.00,2220.00,1771.00,140.00,246.00,74.00,19.00,23.00,1887.00
1953:Q3,75125.00,7954.00,67171.00,59531.00,7640.00,82.00,-63.00,2117.00,7471.00,278.00,17095.00,20722.00,12961.00,8270.00,4197.00,495.00,0.00,7760.00,10289.00,0.00,2639.00,1578.00,0.00,500.00,176.00,-184.00,74.00,799.00,-365.00,158.00,24.00,134.00,0.00,36.00,77.00,738.00,4176.00,237.00,150.00,2529.00,0.00,2486.00,1979.00,682.00,-224.00,-14.00,63.00,19.00,24.00,-3627.00
1953:Q4,75126.00,6902.00,68224.00,59413.00,8811.00,58.00,-377.00,1856.00,7536.00,301.00,18337.00,19989.00,12701.00,8056.00,4148.00,497.00,0.00,7288.00,10681.00,0.00,1148.00,2131.00,0.00,-668.00,-93.00,-1090.00,-55.00,331.00,239.00,310.00,45.00,265.00,0.00,-18.00,86.00,710.00,4128.00,2707.00,147.00,3393.00,0.00,3350.00,1731.00,1260.00,131.00,146.00,82.00,20.00,23.00,-1652.00
1954:Q1,75123.00,11073.00,64050.00,59915.00,4135.00,5.00,400.00,1440.00,7872.00,299.00,12753.00,18503.00,12700.00,7958.00,4179.00,564.00,0.00,5802.00,5674.00,0.00,-1569.00,2002.00,0.00,517.00,128.00,158.00,-14.00,513.00,-268.00,285.00,78.00,207.00,0.00,12.00,100.00,692.00,3974.00,-454.00,115.00,-128.00,0.00,-170.00,1413.00,-1870.00,105.00,90.00,92.00,21.00,21.00,-5750.00
1954:Q2,75042.00,5424.00,69618.00,60605.00,9013.00,47.00,183.00,1454.00,8056.00,286.00,18101.00,14400.00,13159.00,8135.00,4463.00,562.00,0.00,1240.00,5611.00,0.00,-984.00,2941.00,0.00,-570.00,-124.00,-641.00,0.00,292.00,-97.00,372.00,47.00,325.00,0.00,172.00,53.00,679.00,3936.00,-1067.00,79.00,4371.00,0.00,4330.00,2818.00,1262.00,-73.00,225.00,98.00,22.00,19.00,3701.00
1954:Q3,75541.00,7166.00,68374.00,61284.00,7091.00,-123.00,-82.00,1404.00,8029.00,286.00,16197.00,19957.00,13388.00,8036.00,4788.00,565.00,0.00,6569.00,9400.00,0.00,4227.00,1611.00,0.00,-922.00,1.00,-1354.00,12.00,568.00,-149.00,376.00,86.00,290.00,0.00,-2.00,114.00,669.00,3963.00,-722.00,86.00,2831.00,0.00,2788.00,2102.00,236.00,71.00,304.00,75.00,22.00,21.00,-3760.00
1954:Q4,76888.00,6496.00,70392.00,62447.00,7945.00,-81.00,-475.00,1842.00,8060.00,293.00,17948.00,18026.00,14131.00,8479.00,5089.00,563.00,0.00,3895.00,9224.00,0.00,404.00,2742.00,0.00,-251.00,-229.00,-114.00,-5.00,718.00,-621.00,417.00,101.00,316.00,0.00,-186.00,154.00,662.00,4029.00,1158.00,95.00,5329.00,0.00,5282.00,3020.00,1721.00,94.00,432.00,15.00,21.00,26.00,-78.00
1955:Q1,78483.00,8944.00,69539.00,64063.00,5476.00,-109.00,158.00,2251.00,8353.00,311.00,15502.00,21351.00,15223.00,9150.00,5511.00,562.00,0.00,6129.00,9352.00,0.00,-323.00,2092.00,0.00,2153.00,290.00,1553.00,-108.00,520.00,-102.00,376.00,3.00,373.00,0.00,188.00,142.00,682.00,4052.00,-152.00,142.00,3223.00,0.00,3173.00,2881.00,-261.00,129.00,395.00,29.00,20.00,30.00,-5849.00
1955:Q2,80370.00,8486.00,71884.00,65394.00,6490.00,50.00,483.00,2681.00,8496.00,279.00,16955.00,14233.00,15911.00,9691.00,5633.00,587.00,0.00,-1678.00,5433.00,0.00,-2403.00,2594.00,0.00,1600.00,95.00,600.00,78.00,1025.00,-198.00,183.00,-110.00,293.00,0.00,-201.00,121.00,709.00,4204.00,-1482.00,108.00,7111.00,0.00,7059.00,3460.00,3053.00,582.00,110.00,-146.00,18.00,34.00,2722.00
1955:Q3,82223.00,8158.00,74065.00,66503.00,7562.00,10.00,-103.00,2967.00,8653.00,311.00,18984.00,22928.00,16270.00,10099.00,5552.00,620.00,0.00,6658.00,12019.00,0.00,3485.00,1494.00,0.00,2082.00,46.00,941.00,115.00,851.00,129.00,298.00,72.00,226.00,0.00,-33.00,169.00,758.00,4303.00,-628.00,91.00,5361.00,0.00,5304.00,3335.00,1788.00,65.00,149.00,-33.00,20.00,37.00,-3944.00
1955:Q4,83509.00,7270.00,76239.00,67553.00,8686.00,-7.00,-512.00,2560.00,8858.00,352.00,20257.00,20867.00,15826.00,9859.00,5317.00,651.00,0.00,5041.00,10680.00,0.00,382.00,2421.00,0.00,994.00,-149.00,-338.00,373.00,814.00,294.00,324.00,-86.00,410.00,0.00,16.00,140.00,756.00,4297.00,1186.00,164.00,5639.00,0.00,5574.00,2904.00,2406.00,348.00,12.00,-96.00,25.00,40.00,-610.00
1956:Q1,84876.00,9814.00,75062.00,68001.00,7061.00,65.00,271.00,1577.00,9416.00,368.00,17479.00,24101.00,15247.00,9393.00,5202.00,653.00,0.00,8853.00,10612.00,0.00,-673.00,2163.00,0.00,2812.00,478.00,1631.00,116.00,395.00,192.00,547.00,73.00,474.00,0.00,57.00,314.00,850.00,4301.00,167.00,74.00,1759.00,0.00,1684.00,2420.00,-698.00,-367.00,57.00,272.00,32.00,43.00,-6621.00
1956:Q2,86335.00,9770.00,76565.00,68701.00,7864.00,194.00,641.00,1501.00,9563.00,431.00,18050.00,17115.00,15357.00,9427.00,5257.00,673.00,0.00,1758.00,7019.00,0.00,-1423.00,2979.00,0.00,1111.00,-150.00,-291.00,237.00,867.00,448.00,338.00,-137.00,475.00,0.00,-477.00,35.00,909.00,4406.00,-968.00,109.00,5261.00,0.00,5174.00,2971.00,2030.00,-44.00,86.00,131.00,39.00,48.00,935.00
1956:Q3,87651.00,8974.00,78677.00,69527.00,9150.00,84.00,-224.00,1375.00,9690.00,405.00,20117.00,23730.00,15253.00,9395.00,5162.00,696.00,0.00,8477.00,11864.00,0.00,2709.00,1591.00,0.00,1567.00,-81.00,449.00,157.00,872.00,170.00,334.00,32.00,302.00,0.00,-6.00,323.00,891.00,4700.00,-322.00,77.00,3387.00,0.00,3297.00,2847.00,697.00,-514.00,49.00,218.00,41.00,49.00,-3613.00
1956:Q4,89551.00,8034.00,81518.00,70895.00,10623.00,52.00,-658.00,1620.00,9903.00,401.00,22454.00,22874.00,15603.00,9824.00,5075.00,703.00,0.00,7272.00,12039.00,0.00,1234.00,2714.00,0.00,174.00,-181.00,-407.00,-156.00,592.00,326.00,366.00,15.00,351.00,0.00,255.00,114.00,820.00,5106.00,1141.00,115.00,4767.00,0.00,4683.00,2571.00,1602.00,307.00,129.00,74.00,37.00,47.00,-420.00
1957:Q1,90689.00,10401.00,80289.00,72042.00,8246.00,35.00,373.00,2127.00,9598.00,413.00,19221.00,26207.00,15663.00,10003.00,4910.00,750.00,0.00,10545.00,11706.00,0.00,-1056.00,3232.00,0.00,2423.00,416.00,653.00,-26.00,637.00,743.00,477.00,-67.00,544.00,0.00,-102.00,231.00,744.00,5379.00,254.00,124.00,1161.00,0.00,1083.00,2106.00,-1338.00,326.00,-28.00,17.00,33.00,45.00,-6987.00
1957:Q2,91877.00,10815.00,81062.00,72630.00,8432.00,94.00,705.00,1875.00,9773.00,478.00,18990.00,18997.00,15464.00,9902.00,4807.00,756.00,0.00,3533.00,8600.00,0.00,-2118.00,3523.00,0.00,329.00,-219.00,-135.00,221.00,275.00,187.00,461.00,-1.00,462.00,0.00,106.00,224.00,667.00,5728.00,-401.00,81.00,5067.00,0.00,4990.00,2188.00,1981.00,465.00,311.00,45.00,31.00,46.00,-7.00
1957:Q3,93045.00,9425.00,83620.00,73792.00,9829.00,-6.00,-249.00,1620.00,9978.00,470.00,21199.00,25627.00,15374.00,9833.00,4775.00,766.00,0.00,10253.00,13396.00,0.00,2652.00,1887.00,0.00,1974.00,96.00,907.00,-54.00,714.00,311.00,529.00,19.00,510.00,0.00,-468.00,193.00,649.00,5841.00,64.00,75.00,3143.00,0.00,3068.00,2358.00,748.00,-248.00,10.00,200.00,31.00,44.00,-4428.00
1957:Q4,92877.00,8246.00,84631.00,74211.00,10420.00,-17.00,-798.00,1461.00,10060.00,427.00,22294.00,22622.00,15244.00,9737.00,4749.00,758.00,0.00,7379.00,10484.00,0.00,-337.00,3295.00,0.00,371.00,2.00,-143.00,363.00,325.00,-176.00,501.00,61.00,440.00,0.00,-461.00,187.00,678.00,5691.00,476.00,83.00,3105.00,0.00,3033.00,1977.00,1246.00,-156.00,-167.00,133.00,33.00,39.00,-328.00
1958:Q1,93106.00,10027.00,83079.00,74099.00,8980.00,-29.00,317.00,456.00,10486.00,438.00,19138.00,26690.00,14343.00,9142.00,4367.00,834.00,0.00,12347.00,11483.00,0.00,-140.00,3538.00,0.00,789.00,264.00,-558.00,-255.00,531.00,807.00,524.00,57.00,467.00,0.00,-490.00,325.00,721.00,5394.00,706.00,116.00,-864.00,0.00,-934.00,1601.00,-2442.00,-806.00,390.00,323.00,36.00,34.00,-7552.00
1958:Q2,93696.00,10263.00,83434.00,74812.00,8622.00,47.00,758.00,87.00,10698.00,423.00,18273.00,16429.00,14141.00,8966.00,4365.00,810.00,0.00,2288.00,5859.00,0.00,-3533.00,4130.00,0.00,-1839.00,55.00,237.00,-384.00,-1065.00,-682.00,883.00,94.00,789.00,0.00,-406.00,467.00,775.00,5304.00,60.00,18.00,3571.00,0.00,3508.00,2167.00,929.00,-429.00,561.00,280.00,37.00,26.00,1844.00
1958:Q3,95771.00,9552.00,86220.00,76062.00,10158.00,85.00,-230.00,278.00,10706.00,413.00,21044.00,25860.00,14610.00,9142.00,4669.00,798.00,0.00,11250.00,14826.00,0.00,5480.00,2873.00,0.00,-1601.00,30.00,-2541.00,-26.00,477.00,459.00,700.00,71.00,629.00,0.00,-160.00,339.00,794.00,5404.00,878.00,119.00,3576.00,0.00,3510.00,2893.00,236.00,139.00,169.00,73.00,38.00,28.00,-4816.00
1958:Q4,96902.00,8708.00,88195.00,77055.00,11140.00,-74.00,-808.00,557.00,10753.00,421.00,22762.00,22782.00,15417.00,9443.00,5154.00,820.00,0.00,7365.00,13155.00,0.00,907.00,3558.00,0.00,767.00,-247.00,-7.00,35.00,822.00,164.00,759.00,40.00,719.00,0.00,-866.00,277.00,783.00,5653.00,1239.00,78.00,5790.00,0.00,5712.00,3142.00,1550.00,767.00,311.00,-58.00,40.00,38.00,-20.00
1959:Q1,98598.00,10330.00,88268.00,78948.00,9320.00,-35.00,364.00,1646.00,10403.00,423.00,20547.00,25504.00,16782.00,10155.00,5801.00,827.00,0.00,8722.00,11247.00,0.00,-307.00,2175.00,0.00,2770.00,97.00,1401.00,84.00,845.00,343.00,603.00,116.00,487.00,0.00,-389.00,428.00,796.00,5817.00,-783.00,137.00,2525.00,0.00,2226.00,2788.00,-499.00,-458.00,151.00,244.00,251.00,48.00,-4958.00
1959:Q2,100673.00,11807.00,88866.00,80501.00,8366.00,45.00,832.00,1871.00,10627.00,433.00,19643.00,19015.00,17446.00,10577.00,6012.00,857.00,0.00,1570.00,8633.00,0.00,-687.00,3759.00,0.00,604.00,17.00,-519.00,606.00,608.00,-108.00,495.00,-154.00,649.00,0.00,-613.00,301.00,802.00,6197.00,-2359.00,134.00,7063.00,0.00,6966.00,3439.00,2887.00,235.00,243.00,162.00,40.00,57.00,628.00
1959:Q3,101258.00,10383.00,90875.00,81862.00,9012.00,187.00,-262.00,1980.00,10747.00,471.00,21717.00,25203.00,17576.00,10780.00,5911.00,886.00,0.00,7627.00,13897.00,0.00,3859.00,2003.00,0.00,2680.00,181.00,986.00,488.00,990.00,35.00,384.00,-87.00,471.00,0.00,-1118.00,355.00,861.00,6344.00,-1619.00,148.00,6270.00,0.00,6161.00,3716.00,2040.00,304.00,-1.00,102.00,50.00,59.00,-3486.00
1959:Q4,102667.00,9769.00,92898.00,82447.00,10450.00,-133.00,-894.00,1395.00,10837.00,479.00,22965.00,20504.00,16894.00,10260.00,5751.00,883.00,0.00,3610.00,10418.00,0.00,-454.00,2591.00,0.00,2311.00,-457.00,1140.00,256.00,1304.00,68.00,-902.00,-1389.00,487.00,0.00,-1101.00,335.00,962.00,6293.00,243.00,140.00,6808.00,0.00,6704.00,3092.00,3295.00,104.00,222.00,-9.00,50.00,54.00,2461.00
1960:Q1,104275.00,11266.00,93010.00,83370.00,9640.00,-75.00,579.00,1399.00,11204.00,503.00,21086.00,29738.00,17355.00,10606.00,5980.00,928.00,-160.00,12383.00,13307.00,0.00,-1788.00,1997.00,0.00,6310.00,1133.00,3882.00,-637.00,610.00,1322.00,178.00,-363.00,541.00,0.00,-675.00,311.00,939.00,6031.00,-122.00,126.00,924.00,0.00,833.00,2481.00,-1456.00,-516.00,-116.00,440.00,40.00,51.00,-8652.00
1960:Q2,105531.00,13504.00,92028.00,84895.00,7133.00,366.00,1061.00,1543.00,11310.00,562.00,18730.00,18695.00,17104.00,10834.00,5484.00,949.00,-163.00,1591.00,8450.00,0.00,-1713.00,3634.00,0.00,606.00,39.00,-1283.00,279.00,1100.00,471.00,592.00,-176.00,768.00,0.00,-990.00,333.00,877.00,5873.00,-884.00,122.00,6859.00,0.00,6759.00,2786.00,2865.00,664.00,311.00,133.00,50.00,50.00,34.00
1960:Q3,106185.00,11166.00,95019.00,84928.00,10092.00,-84.00,-356.00,1332.00,11425.00,536.00,22584.00,25304.00,16764.00,10716.00,5273.00,944.00,-168.00,8540.00,13122.00,0.00,3636.00,3125.00,0.00,-624.00,64.00,-581.00,-615.00,431.00,77.00,1067.00,357.00,710.00,0.00,-975.00,268.00,767.00,5836.00,-112.00,134.00,4582.00,0.00,4554.00,3216.00,968.00,-46.00,278.00,138.00,-20.00,48.00,-2721.00
1960:Q4,106542.00,10133.00,96409.00,85448.00,10961.00,-153.00,-1250.00,978.00,11510.00,642.00,23905.00,22349.00,16426.00,10427.00,5216.00,957.00,-174.00,5923.00,11406.00,0.00,1863.00,3180.00,0.00,-933.00,-293.00,-1408.00,-261.00,504.00,525.00,1343.00,588.00,755.00,0.00,-1133.00,137.00,645.00,5925.00,230.00,149.00,5483.00,0.00,5400.00,2796.00,1658.00,596.00,222.00,128.00,40.00,43.00,1555.00
